Source;Target;Place of sending;Place of receiving;Date of sending
skp006847;skp026221;[Amsterdam (nl)];Den Haag (nl);1642-10-05
skp006847;skp043611;Amsterdam (nl);?;1642-10-05
skp006847;skp009025;Amsterdam (nl);?;1642-10
skp006847;epist11806;Amsterdam (nl);?;1642-11-01
skp006847;skp023913;Amsterdam (nl);?;1642-11-01
skp006847;epist10940;Amsterdam (nl);?;1642-11-13
skp006847;skp001987;Amsterdam (nl);?;1642-11-29
skp006847;skp017205;Amsterdam (nl);?;1642-12-19
skp006847;skp008559;[Amsterdam (nl)];?;1643-01-11
skp006847;skp038724;Amsterdam (nl);?;1643-06-20
skp006847;skp017205;Amsterdam (nl);?;1643-06-24
skp006847;epist11552;Amsterdam (nl);?;1643-07-03
skp006847;skp023829;Amsterdam (nl);?;1643-10-22
skp006847;skp023913;Den Haag (nl);?;1643-12-01
skp006847;skp026221;Amsterdam (nl);Den Haag (nl);1644-02-17
skp006847;epist10941;Amsterdam (nl);?;1644-03-01
skp006847;skp014490;Amsterdam (nl);?;1644-06-28
skp006847;skp010515;[Amsterdam (nl)];?;1644-07-14
skp006847;skp023829;Amsterdam (nl);?;1644-08-02
skp006847;epist11806;Amsterdam (nl);?;1644-08-26
skp006847;epist11817;Den Haag (nl);?;1644-11-20
skp006847;epist10567;Amsterdam (nl);?;1644-12-20
skp006847;skp002213;Amsterdam (nl);?;1645-01-25
skp006847;skp008594;[Amsterdam (nl)];Den Haag (nl);1645-03
skp006847;skp008559;Amsterdam (nl);?;1645-03-07
skp006847;skp014490;Amsterdam (nl);?;1645-03-18
skp006847;skp026221;Amsterdam (nl);Den Haag (nl);1645-04-06
skp006847;skp026221;Amsterdam (nl);Den Haag (nl);1645-05-22
skp006847;epist11267;Amsterdam (nl);Veere (nl);1645-09-13
skp006847;skp016458;Amsterdam (nl);?;1645-10-02
skp006847;skp026221;Amsterdam (nl);Den Haag (nl);1645-11-10
skp006847;skp008594;Amsterdam (nl);[Hulst (nl)];1645-11-22
skp006847;epist11267;Amsterdam (nl);?;1645-11-20
skp006847;skp008595;Amsterdam (nl);?;1645-11-25
skp006847;epist11806;Amsterdam (nl);?;1645-12-07
skp006847;epist10941;Amsterdam (nl);?;1645-12-10
skp006847;skp014490;Amsterdam (nl);?;1646-01-20
skp006847;skp026221;Amsterdam (nl);?;1646-03-01
skp006847;skp008594;Amsterdam (nl);Den Haag (nl);1646-04-15
skp006847;epist10936;Amsterdam (nl);?;1646-07-19
skp006847;epist11871;Amsterdam (nl);?;1646-07-16
skp006847;skp008594;Amsterdam (nl);[Lokeren (be)];1646-08-02
skp006847;epist11326;Amsterdam (nl);?;1646-09-20
skp006847;epist10927;Amsterdam (nl);?;1646-11-20
skp006847;skp026221;Amsterdam (nl);?;1646-11-25
skp006847;skp008594;Amsterdam (nl);Den Haag (nl);1646-12-14
skp006847;skp005135;[Amsterdam (nl)];?;1647-03-13
skp006847;skp041338;Leiden (nl);?;1619-04-28
skp006847;skp008594;Leiden (nl);Den Haag (nl);1628-08-29
skp006847;skp008594;Leiden (nl);Den Haag (nl);1628-11-21
skp006847;skp038724;Leiden (nl);?;1629-01-06
skp006847;skp037787;[Amsterdam (nl)];?;1632-01-12
skp006847;skp038724;Amsterdam (nl);?;1634-09-12
skp006847;skp042340;Amsterdam (nl);?;1636-03-09
skp020536;epist0000;Saumur (fr);?;1612-07-18
epist11082;skp020536;Franeker (nl);Zierikzee (nl);1612-10-24
skp020536;epist11082;Zierikzee (nl);[Franeker (nl)];1613-11
skp039791;skp020536;Breda (nl);Middelburg (nl);1619-01-24
skp039791;skp020536;Breda (nl);Middelburg (nl);1619-02-09
skp020536;skp029969;[Rotterdam (nl)];[Köln (de)];1624-03-31
skp020536;skp002959;[Rotterdam (nl)];Leiden (nl);1624-10-03
skp020536;skp033866;[Dordrecht (nl)];Paris (fr);1629-03
skp020536;skp029969;Middelburg (nl);?;1629-04-10
skp020536;skp033866;Dordrecht (nl);Paris (fr);1629-06
skp033866;skp020536;[Paris (fr)];[Dordrecht (nl)];1629-08-20
skp038467;skp020536;Paris (fr);Dordrecht (nl);1629-09-14
skp020536;skp033866;Dordrecht (nl);Paris (fr);1629-10-01
skp020536;skp033866;Dordrecht (nl);Paris (fr);1630-04-30
skp020536;skp039791;[Dordrecht (nl)];?;1630-10-01/1630-10-15
skp020536;skp033866;Dordrecht (nl);Paris (fr);1631-10-07
epist10984;skp020536;Delft (nl);Dordrecht (nl);1632-04-12
skp020536;skp002959;Dordrecht (nl);Den Haag (nl);1632-05-17
skp020536;skp033866;Dordrecht (nl);[Paris (fr)];1633-05-30
skp039791;skp020536;Amsterdam (nl);[Dordrecht (nl)];1634-08-22
skp020536;epist10013;Dordrecht (nl);Amsterdam (nl);1635-02-13
skp039791;skp020536;Breda (nl);Middelburg (nl);1619-01-24
skp039791;skp020536;Breda (nl);Middelburg (nl);1619-03-26
skp039791;skp020536;Breda (nl);Middelburg (nl);1619-04-20
skp039791;skp020536;Breda (nl);Middelburg (nl);1619-04-23
skp039791;skp020536;Amsterdam (nl);Middelburg (nl);1619-04-29
skp020536;skp039791;Middelburg (nl);København (dk);1619-05-06
skp039791;epist11620;Rennes (fr);?;1622-04-03
skp039791;epist11090;?;?;1622-05-22
skp039791;epist11620;[Paris (fr)];?;1623-03-21
skp039791;epist11090;Poitiers (fr);?;1625-06-24
skp039791;epist11620;Paris (fr);?;1626-07-16
skp039791;epist0000;?;?;1628
skp025656;skp039791;Paris (fr);?;1628-03-30
skp039791;epist11057;[Franeker (nl)];[Paris (fr)];1629-06-18
skp039791;epist10781;[Franeker (nl)];Paris (fr);1629-07-18
skp039791;epist0000;[Franeker (nl)];?;1629-09
skp039791;skp033866;[Amsterdam (nl)];Paris (fr);1629-10-08
skp039791;epist11057;Amsterdam (nl);[Paris (fr)];1629-10-08
epist11057;skp039791;Paris (fr);?;1629-10-26
skp039791;epist11057;Amsterdam (nl);[Paris (fr)];1629-11-13
skp039791;skp033866;Amsterdam (nl);Paris (fr);1629-11-13
skp039791;skp033866;Amsterdam (nl);Paris (fr);1629-11-20
skp039791;skp033866;Amsterdam (nl);Paris (fr);1629-12-18
skp039791;skp033866;Amsterdam (nl);Paris (fr);1630-01
skp039791;skp033866;[Amsterdam (nl)];[Paris (fr)];1630-02-25
skp039791;skp033866;[Amsterdam (nl)];[Paris (fr)];1630-03-04
skp039791;skp033866;[Amsterdam (nl)];[Paris (fr)];1630-03-18
skp039791;skp033866;Amsterdam (nl);Paris (fr);1630-04-15
skp039791;skp033866;Amsterdam (nl);[Paris (fr)];1630-05-06
skp039791;skp033866;Amsterdam (nl);[Brussel (be)];1630-05-27
skp039791;skp020536;Amsterdam (nl);[Dordrecht (nl)];1630-09/1630-10
skp039791;skp020536;Amsterdam (nl);[Dordrecht (nl)];1630-10-17
skp039791;skp033866;Amsterdam (nl);[Paris (fr)];1630-11-04
skp039791;skp033866;Amsterdam (nl);[Paris (fr)];1630-11-25
skp039791;epist11057;[Amsterdam (nl)];[Paris (fr)];1630-12-02
skp039791;epist10275;Amsterdam (nl);?;1630-12-02
skp039791;skp033866;Amsterdam (nl);[Paris (fr)];1630-12-02
skp039791;skp033866;Amsterdam (nl);[Paris (fr)];1630-12-23
skp039791;skp025656;Amsterdam (nl);[Paris (fr)];1631-04-15
skp025656;skp039791;Paris (fr);[Amsterdam (nl)];1631-04-25
skp039791;skp025656;Amsterdam (nl);[Paris (fr)];1631-05-05
skp039791;skp019452;Amsterdam (nl);?;1631-06-02
epist10556;skp039791;?;[Amsterdam (nl)];1631-05/1631-08
skp039791;epist10556;Amsterdam (nl);?;1631-05/1631-08
skp039791;skp033866;Amsterdam (nl);[Paris (fr)];1631-10
skp039791;skp033866;Amsterdam (nl);[Paris (fr)];1631-10/1631-11
skp039791;skp024022;Amsterdam (nl);[Leiden (nl)];1632-01
skp039791;skp024022;Amsterdam (nl);Leiden (nl);1632-02-02
skp039791;skp033866;Amsterdam (nl);[Paris (fr)];1632-04-05
skp039791;skp033866;Amsterdam (nl);[Paris (fr)];1632-05-03
skp039791;skp033866;Amsterdam (nl);[Paris (fr)];1632-05-10
skp039791;skp010055;Amsterdam (nl);Den Haag (nl);1632-05-23
skp039791;skp033866;Deventer (nl);[Paris (fr)];1632-06
skp039791;skp033866;Deventer (nl);[Paris (fr)];1632-05/1632-08
skp039791;skp033866;Deventer (nl);[Paris (fr)];1632-11/1632-12
skp039791;skp010055;Deventer (nl);Den Haag (nl);1633-02-07
skp039791;skp033866;Deventer (nl);Paris (fr);1633-07-22
skp039791;skp033866;Deventer (nl);[Paris (fr)];1633-11
skp039791;skp010055;Amsterdam (nl);Den Haag (nl);1633-12-12
skp039791;epist0382;Amsterdam (nl);[Rotterdam (nl)];1633-12
skp039791;skp033866;Amsterdam (nl);[Paris (fr)];1634-02
skp039791;skp033866;Amsterdam (nl);[Paris (fr)];1634-04
skp039791;skp033866;Amsterdam (nl);Paris (fr);1634-05-15
skp039791;skp019452;Amsterdam (nl);Utrecht (nl);1634-07-02
skp039791;skp033866;Amsterdam (nl);[Paris (fr)];1634-08-14
skp039791;skp020536;Amsterdam (nl);?;1634-08-22
skp039791;epist11041;Amsterdam (nl);[Paris (fr)];1634-09/1634-10
skp039791;skp024022;Utrecht (nl);Leiden (nl);1635-04-16
skp039791;skp008594;Utrecht (nl);Den Haag (nl);1635-04-25
skp008594;skp039791;Den Haag (nl);[Utrecht (nl)];1635-05-06
skp039791;skp024022;Utrecht (nl);Leiden (nl);1635-05-19
skp039791;skp033866;Utrecht (nl);[Paris (fr)];1635-06/1635-07
skp008594;skp039791;Pannerden (nl);[Utrecht (nl)];1635-10-28
skp039791;skp008594;Utrecht (nl);[Pannerden (nl)];1635-11-01
skp008594;skp039791;Arnhem (nl);[Utrecht (nl)];1635-12-05
skp039791;skp008594;Utrecht (nl);[Arnhem (nl)];1635-12-08
skp039791;skp008594;Utrecht (nl);Pannerden (nl);1635-12-11
skp039791;skp033866;Leiden (nl);[Paris (fr)];1636-03
skp039791;skp008594;Leiden (nl);Den Haag (nl);1636-03-28
skp008594;skp039791;Den Haag (nl);Leiden (nl);1636-03-31
skp039791;skp008594;Leiden (nl);[Den Haag (nl)];1636-03-31
skp039791;skp008594;Leiden (nl);Den Haag (nl);1636-06-11
skp008594;skp039791;Den Haag (nl);[Leiden (nl)];1636-06-15
skp008594;skp039791;Den Haag (nl);Leiden (nl);1636-07-11
skp039791;skp008594;Leiden (nl);Den Haag (nl);1636-07-13
skp008594;skp039791;Sprang (nl);Leiden (nl);1636-10-23
skp039791;skp008594;Leiden (nl);[Den Haag (nl)];1636-10-30
skp039791;skp008594;Leiden (nl);[Den Haag (nl)];1637-01-01
skp008594;skp039791;Den Haag (nl);[Leiden (nl)];1637-01-05
skp033866;skp039791;[Paris (fr)];Leiden (nl);1637-02-15
skp008594;skp039791;Den Haag (nl);Leiden (nl);1637-02-25
skp039791;skp008594;Leiden (nl);Den Haag (nl);1637-02-25
skp039791;skp033866;Leiden (nl);[Paris (fr)];1637-02-27
skp008594;skp039791;Den Haag (nl);Leiden (nl);1637-03-01
skp039791;skp008594;Leiden (nl);Den Haag (nl);1637-03-03
skp039791;skp008594;Leiden (nl);Den Haag (nl);1637-03-22
skp008594;skp039791;Den Haag (nl);Leiden (nl);1637-03-24
skp039791;skp008594;Leiden (nl);Den Haag (nl);1637-03-29
skp039791;skp008594;Leiden (nl);Den Haag (nl);1637-04-20
skp038643;skp033866;Toulouse (fr);[Paris (fr)];1637-04/1637-05
skp039791;skp008594;Alkmaar (nl);Den Haag (nl);1637-05-20
skp039791;skp033866;[Leiden (nl)];[Paris (fr)];1637-05
skp039791;skp033866;[Leiden (nl)];[Paris (fr)];1637-05
skp039791;epist0000;[Leiden (nl)];?;1637-05
skp039791;epist10729;[Leiden (nl)];[Paris (fr)];1637-05
skp008594;skp039791;Den Haag (nl);[Alkmaar (nl)];1637-06-02
skp039791;skp033866;?;[Paris (fr)];1637-06-08/1637-06-12
skp039791;skp033866;[Alkmaar (nl)];[Paris (fr)];1637-06-12
skp039791;skp008594;[Leiden (nl)];Den Haag (nl);1637-06-12
skp039791;skp010055;[Leiden (nl)];[Den Haag (nl)];1637-06-12
skp039791;skp008594;Leiden (nl);Den Haag (nl);1637-06-12
skp039791;skp002821;Leiden (nl);Dordrecht (nl);1637-06-14
skp039791;skp025656;Leiden (nl);?;1637-06-14
skp039791;epist10614;Leiden (nl);[Lille (fr)];1637-06-14
skp008594;skp039791;Den Haag (nl);[Leiden (nl)];1637-06-27
skp039791;skp008594;Alkmaar (nl);Den Haag (nl);1637-07-05
skp039791;epist0000;[Alkmaar (nl)];?;1637-08-30
skp043402;skp039791;Leuven (be);Leiden (nl);1637-09-15
epist11357;skp039791;Leuven (be);?;1637-09-13
skp008594;skp039791;Breda (nl);[Alkmaar (nl)];1637-09-18
skp039791;epist0000;?;?;?
skp039791;epist0000;?;?;?
skp039791;epist0000;?;?;?
skp039791;epist0000;?;?;?
skp039791;epist0000;?;?;?
skp039791;epist0000;?;?;?
skp039791;epist0000;?;?;?
skp039791;epist0000;?;?;?
skp039791;epist0000;?;?;?
skp039791;epist0000;?;?;?
skp039791;epist0000;?;?;?
skp039791;epist0000;?;?;?
skp039791;epist0000;?;?;?
skp039791;epist0000;?;?;?
skp039791;epist0000;?;?;?
skp039791;skp043402;[Alkmaar (nl)];Leuven (be);1637-10-03
skp039791;epist11357;[Alkmaar (nl)];Leuven (be);1637-10-03
skp039791;epist10614;[Alkmaar (nl)];?;1637-10-03
skp039791;skp008594;[Alkmaar (nl)];[Breda, Ginneken (nl)];1637-10-05
skp039791;skp033866;[Alkmaar (nl)];[Paris (fr)];1637-10-05
skp039791;skp033866;[Alkmaar (nl)];[Paris (fr)];1637-10-05
skp008594;skp039791;Den Haag (nl);[Alkmaar (nl)];1637-11-23
skp038643;skp033866;Toulouse (fr);[Paris (fr)];1637-11
skp039791;skp008594;?;Den Haag (nl);1637-12-04
skp039791;skp043402;?;[Leuven (be)];1637-12-20
skp039791;skp033866;[Alkmaar (nl)];[Paris (fr)];1637-12
skp039791;skp033866;[Alkmaar (nl)];[Paris (fr)];1638-01
skp039791;skp033866;[Alkmaar (nl)];[Paris (fr)];1638-01
skp043402;skp039791;Leuven (be);[Alkmaar (nl)];1638-01
skp039791;skp033866;[Alkmaar (nl)];[Paris (fr)];1638-01-25
skp039791;skp008594;[Alkmaar (nl)];[Den Haag (nl)];1638-01-25
skp008594;skp039791;Den Haag (nl);[Alkmaar (nl)];1638-02-02
skp000758;skp039791;Den Haag (nl);?;1638-02
skp039791;skp008594;[Alkmaar (nl)];[Den Haag (nl)];1638-02-08
skp039791;skp000758;[Alkmaar (nl)];[Den Haag (nl)];1638-02-12
skp039791;skp043402;[Alkmaar (nl)];[Leuven (be)];1638-02-15
epist11041;skp039791;Paris (fr);[Alkmaar (nl)];1638-02-22
skp039791;epist10158;[Alkmaar (nl)];[La Flèche (fr)];1638-02-22
skp039791;epist11055;?;?;1638-02-22
skp039791;skp017205;[Alkmaar (nl)];[Utrecht (nl)];1638-02/1638-03
skp039791;epist0329;[Alkmaar (nl)];[Paris (fr)];1638-03-01
skp039791;epist10331;[Alkmaar (nl)];[Paris (fr)];1638-03-01
skp039791;skp033866;[Alkmaar (nl)];Paris (fr);1638-03-01
skp039791;skp008594;[Alkmaar (nl)];Den Haag (nl);1638-03-09
skp039791;skp008594;?;?;1638-03/1638-04
skp043402;skp039791;[Leuven (be)];[Alkmaar (nl)];1638-03
epist11154;skp039791;[Leuven (be)];[Alkmaar (nl)];1638-03
skp039791;skp043402;?;[Leuven (be)];1638-03-23
skp039791;epist11154;?;[Leuven (be)];1638-03-23
skp039791;skp033866;?;[Paris (fr)];1638-03-31
epist0329;skp039791;Paris (fr);?;1638-04
skp039791;skp000758;[Santpoort (nl)];[Utrecht (nl)];1638-04/1638-05
skp033866;skp039791;[Paris (fr)];[Santpoort (nl)];1638-04-28
skp039791;skp033866;[Santpoort (nl)];Paris (fr);1638-05-03
skp039791;skp033866;[Santpoort (nl)];[Paris (fr)];1638-05-17
skp039791;skp033866;[Santpoort (nl)];[Paris (fr)];1638-05-24
skp039791;epist10329;?;?;1638-06
skp039791;skp033866;[Santpoort (nl)];[Paris (fr)];1638-06-29
skp039791;skp008594;[Santpoort (nl)];Heerewaarden, Fort Voorne (nl);1638-06
skp039791;epist11041;[Santpoort (nl)];[Paris (fr)];1638-07-13
skp039791;epist11041;[Santpoort (nl)];[Paris (fr)];1638-07-13
skp039791;skp033866;[Santpoort (nl)];[Paris (fr)];1638-07-13
skp039791;skp033866;[Santpoort (nl)];[Paris (fr)];1638-07-13
skp039791;skp033866;[Santpoort (nl)];[Paris (fr)];1638-07-27
skp039791;skp038643;[Santpoort (nl)];[Toulouse (fr)];1638-07-27
skp008594;skp039791;Bergen op Zoom (nl);[Santpoort (nl)];1638-07-30
skp033866;skp039791;[Paris (fr)];[Santpoort (nl)];1638-08-01
epist11041;skp039791;Paris (fr);[Santpoort (nl)];1638-08-12
skp019450;skp039791;[Utrecht (nl)];[Santpoort (nl)];1638-08-18
skp039791;skp006077;[Santpoort (nl)];[Leiden (nl)];1638-08
skp039791;skp008594;[Santpoort (nl)];[Bergen op Zoom (nl)];1638-08-19
skp039791;skp019452;?;?;1638-08-20
skp039791;skp033866;[Santpoort (nl)];[Paris (fr)];1638-08-23
skp039791;skp043402;[Santpoort (nl)];[Leuven (be)];1638-08
skp039791;skp033866;[Santpoort (nl)];[Paris (fr)];1638-09-12
skp039791;epist11041;[Santpoort (nl)];[Paris (fr)];1638-09-12
skp039791;epist11057;[Santpoort (nl)];[Paris (fr)];1638-09-12
skp039791;epist10577;[Santpoort (nl)];?;1638-09-12
skp039791;skp033866;[Santpoort (nl)];[Paris (fr)];1638-10-11
skp039791;skp038643;[Santpoort (nl)];[Toulouse (fr)];1638-10-11
epist11041;skp039791;Paris (fr);[Santpoort (nl)];1638-10
epist10577;skp033866;Blois (fr);Paris (fr);1638-11-13
skp039791;skp033866;[Santpoort (nl)];[Paris (fr)];1638-11-15
skp039791;epist10577;[Santpoort (nl)];?;1638-11/1638-12
skp039791;skp008594;[Santpoort (nl)];[Bergen op Zoom (nl)];1638-12
skp039791;skp033866;[Santpoort (nl)];[Paris (fr)];1638-12
skp039791;skp013666;[Santpoort (nl)];?;1638-11/1639-02
skp039791;skp005051;[Santpoort (nl)];[Paris (fr)];1639-01-09
skp039791;skp033866;[Santpoort (nl)];[Paris (fr)];1639-01-09
skp039791;skp008594;Santpoort (nl);?;1639-01-29
skp039791;skp033866;[Santpoort (nl)];[Paris (fr)];1639-02-09
skp039791;epist10577;[Santpoort (nl)];?;1639-02-20
skp039791;skp033866;[Santpoort (nl)];[Paris (fr)];1639-02-20
skp019450;skp039791;Utrecht (nl);[Santpoort (nl)];1639-03-09
skp019450;skp039791;Utrecht (nl);[Santpoort (nl)];1639-03-19
epist10577;skp033866;Blois (fr);[Paris (fr)];1639-04-03
skp039791;skp033866;[Santpoort (nl)];Paris (fr);1639-04-30
skp039791;epist10577;[Santpoort (nl)];?;1639-04-30
skp039791;skp008594;Santpoort (nl);[Den Haag (nl)];1639-05-06
skp039791;skp000758;Santpoort (nl);?;1639-05-06
skp008594;skp039791;Den Haag (nl);[Santpoort (nl)];1639-05-15
skp019450;skp039791;Utrecht (nl);[Santpoort (nl)];1639-05-17
skp008594;skp039791;Heerewaarden, Fort Voorne (nl);[Santpoort (nl)];1639-05-28
skp039791;skp008594;Santpoort (nl);[Heerewaarden, Fort Voorne (nl)];1639-06-06
skp039791;epist10752;[Santpoort (nl)];?;1639-06-19
skp039791;skp033866;[Santpoort (nl)];Paris (fr);1639-06-19
skp019450;skp039791;Utrecht (nl);[Santpoort (nl)];1639-07-14
skp039791;skp033866;[Santpoort (nl)];Paris (fr);1639-08-27
skp019450;skp039791;Utrecht (nl);[Santpoort (nl)];1639-09
skp039791;skp008594;[Santpoort (nl)];?;1639-10
skp039791;skp033866;[Santpoort (nl)];Paris (fr);1639-10-16
skp019450;skp039791;Utrecht (nl);[Santpoort (nl)];1639-10/1639-11
skp039791;skp033866;[Santpoort (nl)];Paris (fr);1639-11-13
skp039791;skp008594;Santpoort (nl);Den Haag (nl);1639-11-17
skp008334;skp039791;Leiden (nl);?;1639-11-28
skp039791;skp008594;Santpoort (nl);Den Haag (nl);1639-11-26
skp039791;skp001252;[Santpoort (nl)];?;1639-11-26
epist11861;epist0000;[Leiden (nl)];?;1639-11/1639-12
skp019450;skp039791;[Utrecht (nl)];[Santpoort (nl)];1639-12-03
skp039791;skp008594;Leiden (nl);Den Haag (nl);1639-12-12
skp008594;skp039791;Den Haag (nl);[Santpoort (nl)];1639-12-13
skp039791;skp008594;Santpoort (nl);Den Haag (nl);1639-12-17
skp039791;skp001252;[Santpoort (nl)];?;1639-12-20
skp039791;skp033866;[Santpoort (nl)];Paris (fr);1639-12-25
skp008594;skp039791;Den Haag (nl);Santpoort (nl);1639-12-28
skp039791;skp006077;?;?;1639
skp039791;skp013666;?;?;1648
epist10577;skp013666;[Blois (fr)];[Leiden (nl)];1648/1649
skp039791;skp008594;Santpoort (nl);Den Haag (nl);1640-01-03
skp008594;skp039791;Den Haag (nl);Santpoort (nl);1640-01-08
skp019450;skp039791;Utrecht (nl);[Santpoort (nl)];1640-01
skp039791;skp033866;[Santpoort (nl)];Paris (fr);1640-01-29
skp039791;epist11344;[Santpoort (nl)];[Lyon (fr)];1640-01-29
skp039791;epist10965;?;Utrecht (nl);1640-02-01
skp039791;skp006077;[Santpoort (nl)];[Leiden (nl)];1640-02-08
skp008594;skp039791;Den Haag (nl);[Santpoort (nl)];1640-03-08
skp039791;skp033866;[Santpoort (nl)];[Paris (fr)];1640-03-11
skp039791;skp008594;Santpoort (nl);Den Haag (nl);1640-03-12
skp039791;skp033866;[Leiden (nl)];[Paris (fr)];1640-04-01
skp039791;skp024022;[Leiden (nl)];Leiden (nl);1640-04-03
skp008594;skp039791;Den Haag (nl);[Leiden (nl)];1640-04-29
skp019450;skp039791;Utrecht (nl);[Leiden (nl)];1640-05-05
skp039791;skp000758;Leiden (nl);[Utrecht (nl)];1640-05-07
skp039791;skp019450;Leiden (nl);[Utrecht (nl)];1640-05-24
skp019450;skp039791;Utrecht (nl);[Leiden (nl)];1640-05-30
skp039791;skp033866;Leiden (nl);Paris (fr);1640-06-11
skp039791;skp010055;Leiden (nl);Den Haag (nl);1640-06-13
skp039791;skp010055;Leiden (nl);Den Haag (nl);1640-06-24
skp039791;skp033866;Leiden (nl);[Paris (fr)];1640-07-22
skp039791;epist11295;Leiden (nl);[Paris (fr)];1640-07-22
skp008594;skp039791;Reek (nl);Leiden (nl);1640-07-24
skp039791;epist11611;Leiden (nl);Paris (fr);1640-07-29
skp039791;skp033866;Leiden (nl);[Paris (fr)];1640-07-30
skp039791;skp033866;Leiden (nl);[Paris (fr)];1640-07-30
skp039791;skp008594;Leiden (nl);Rheinberg (de);1640-07-31
skp039791;skp033866;Leiden (nl);Paris (fr);1640-08-06
skp008594;skp039791;Rheinberg (de);[Leiden (nl)];1640-08-14
skp039791;skp010055;Leiden (nl);Den Haag (nl);1640-08-17
skp039791;skp008594;Leiden (nl);[Grave (nl)];1640-08-27
skp039791;skp033866;Leiden (nl);[Paris (fr)];1640-08-30
skp039791;skp033866;Leiden (nl);[Paris (fr)];1640-08-30
skp039791;skp033866;Leiden (nl);[Paris (fr)];1640-09-15
skp039791;skp033866;Leiden (nl);[Paris (fr)];1640-09-30
skp039791;skp010055;Leiden (nl);Den Haag (nl);1640-10-05
skp019450;skp039791;Utrecht (nl);[Leiden (nl)];1640-10-07
skp008594;skp039791;Den Haag (nl);Leiden (nl);1640-10-08
skp039791;skp033866;Leiden (nl);[Paris (fr)];1640-10-28
skp039791;skp033866;Leiden (nl);Paris (fr);1640-10-28
skp039791;epist11090;Leiden (nl);?;1640-10-28
skp008594;skp039791;Den Haag (nl);Leiden (nl);1640-10-29
skp039791;skp008594;[Leiden (nl)];[Den Haag (nl)];1640-11-11
skp039791;skp033866;Leiden (nl);[Paris (fr)];1640-11-11
skp039791;epist10781;Leiden (nl);[Paris (fr)];1640-11-11
skp039791;skp033866;Leiden (nl);[Paris (fr)];1640-11-11
skp039791;skp008594;Leiden (nl);[Den Haag (nl)];1640-11-12
skp039791;skp002821;Leiden (nl);[Dordrecht (nl)];1640-11-14
skp039791;skp033866;Leiden (nl);[Paris (fr)];1640-11-18
skp039791;skp033866;Leiden (nl);[Paris (fr)];1640-12-03
skp039791;epist11620;Leiden (nl);?;1640-12-03
skp039791;skp033866;Leiden (nl);[Paris (fr)];1640-12
skp039791;skp024540;[Santpoort (nl)];[Haarlem (nl)];1640
skp039791;skp033866;Leiden (nl);[Paris (fr)];1640-12-24
skp039791;skp033866;Leiden (nl);[Paris (fr)];1640-12-31
skp039791;skp000758;Leiden (nl);?;1641-01-10/1641-01-20
skp008594;skp039791;Den Haag (nl);Leiden (nl);1641-01-15
skp039791;skp008594;Leiden (nl);Den Haag (nl);1641-01-16
skp039791;skp033866;Leiden (nl);[Paris (fr)];1641-01-21
skp039791;skp042514;Leiden (nl);[Paris (fr)];1641-01-21
skp039791;skp033866;Leiden (nl);[Paris (fr)];1641-01-28
skp042514;skp039791;Paris (fr);[Leiden (nl)];1641-02-07
skp039791;skp042514;Leiden (nl);[Paris (fr)];1641-02-18
skp039791;skp033866;Leiden (nl);[Paris (fr)];1641-03-04
skp039791;skp033866;Leiden (nl);[Paris (fr)];1641-03-18
skp042514;skp039791;Paris (fr);[Leiden (nl)];1641-03-30
skp039791;skp033866;Oegstgeest (nl);[Paris (fr)];1641-03-31
skp039791;skp042514;Oegstgeest (nl);[Paris (fr)];1641-04-21
skp039791;skp033866;Oegstgeest (nl);[Paris (fr)];1641-04-21
skp039791;skp008594;Oegstgeest (nl);Den Haag (nl);1641-04
skp019450;skp039791;Utrecht (nl);[Oegstgeest (nl)];1641-05-01
skp039791;skp019450;Oegstgeest (nl);[Utrecht (nl)];1641-05
skp039791;skp019450;Oegstgeest (nl);[Utrecht (nl)];1641-05
epist0000;skp039791;Paris (fr);[Oegstgeest (nl)];1641-05-19
skp039791;skp033866;Oegstgeest (nl);[Paris (fr)];1641-06-16
skp039791;skp033866;[Oegstgeest (nl)];[Paris (fr)];1641-06-16
